"State_House_District","Precinct"
78,"707 - SEVEN HUNDRED SEVEN"
78,"903 - NINE HUNDRED THREE"
78,"908 - NINE HUNDRED EIGHT"
79,"208 - ESSEX VILLAGE"
79,"213 - TWO HUNDRED THIRTEEN"
79,"216 - TWO HUNDRED SIXTEEN"
79,"301 - THREE HUNDRED ONE"
79,"302 - THREE HUNDRED TWO"
79,"303 - THREE HUNDRED THREE"
79,"304 - THREE HUNDRED FOUR"
79,"305 - THREE HUNDRED FIVE"
79,"306 - THREE HUNDRED SIX"
79,"310 - THREE HUNDRED TEN"
79,"402 - FOUR HUNDRED TWO"
79,"508 - FIVE HUNDRED EIGHT"
79,"510 - FIVE HUNDRED TEN"
79,"602 - SIX HUNDRED TWO"
79,"603 - SIX HUNDRED THREE"
79,"604 - SIX HUNDRED FOUR"
79,"606 - SIX HUNDRED SIX"
79,"609 - SIX HUNDRED NINE"
79,"610 - SIX HUNDRED TEN"
79,"611 - SIX HUNDRED ELEVEN"
79,"701 - SEVEN HUNDRED ONE"
79,"702 - SEVEN HUNDRED TWO"
79,"703 - SEVEN HUNDRED THREE"
79,"705 - SEVEN HUNDRED FIVE"
79,"706 - SEVEN HUNDRED SIX"
79,"707 - SEVEN HUNDRED SEVEN"
79,"708 - SEVEN HUNDRED EIGHT"
79,"709 - SEVEN HUNDRED NINE"
79,"802 - EIGHT HUNDRED TWO"
79,"806 - EIGHT HUNDRED SIX"
79,"811 - EIGHT HUNDRED ELEVEN"
79,"903 - NINE HUNDRED THREE"
79,"910 - NINE HUNDRED TEN"
79,"911 - NINE HUNDRED ELEVEN"
80,"101 - COALPIT"
80,"102 - DUMBARTON"
80,"103 - GLEN ALLEN"
80,"104 - GREENDALE"
80,"105 - HERMITAGE"
80,"106 - HOLLADAY"
80,"109 - JOHNSON"
80,"111 - MAUDE TREVVETT"
80,"115 - WESTWOOD"
80,"201 - AZALEA"
80,"202 - BELMONT"
80,"203 - BROOKLAND"
80,"204 - CANTERBURY"
80,"205 - CENTRAL GARDENS"
80,"206 - CHAMBERLAYNE"
80,"207 - EASTBOURNE"
80,"208 - ESSEX VILLAGE"
80,"209 - FAIRFIELD"
80,"210 - GLEN LEA"
80,"211 - GREENWOOD"
80,"212 - HIGHLAND GARDENS"
80,"213 - HOLLYBROOK"
80,"214 - HUNGARY"
80,"215 - LAKESIDE"
80,"216 - LONGDALE"
80,"217 - MAPLEWOOD"
80,"218 - MOODY"
80,"219 - MOUNTAIN"
80,"220 - NORTH PARK"
80,"221 - OAKVIEW"
80,"223 - RATCLIFFE"
80,"224 - STRATFORD HALL"
80,"225 - WILDER"
80,"315 - TUCKER"
80,"407 - LAUDERDALE"
80,"501 - ADAMS"
80,"503 - CEDAR FORK"
80,"514 - PLEASANTS"
80,"519 - WHITLOCKS"
81,"101 - BELLWOOD"
81,"101 - PRECINCT 1-1"
81,"105 - DREWRYS BLUFF"
81,"111 - MAUDE TREVVETT"
81,"201 - PRECINCT 2-1"
81,"205 - FALLING CREEK"
81,"207 - EASTBOURNE"
81,"209 - FAIRFIELD"
81,"209 - SALEM CHURCH"
81,"210 - GLEN LEA"
81,"217 - MAPLEWOOD"
81,"220 - FALLING CREEK EAST"
81,"220 - NORTH PARK"
81,"301 - PRECINCT 3-1"
81,"501 - ADAMS"
81,"502 - ANTIOCH"
81,"503 - CEDAR FORK"
81,"504 - CHICKAHOMINY"
81,"505 - DONAHOE"
81,"506 - DOREY"
81,"507 - EANES"
81,"508 - ELKO"
81,"509 - HIGHLAND SPRINGS"
81,"510 - LABURNUM"
81,"511 - MEHFOUD"
81,"512 - MONTROSE"
81,"513 - NINE MILE"
81,"514 - PLEASANTS"
81,"515 - ROLFE"
81,"516 - SANDSTON"
81,"517 - SULLIVANS"
81,"518 - TOWN HALL"
81,"519 - WHITLOCKS"
82,"101 - FIRST WARD FIRST PRECINCT"
82,"101 - RICHARD BLAND"
82,"101 - SURRY"
82,"101 - WHITE OAK"
82,"102 - ROCKY RUN"
82,"102 - TEMPLETON"
82,"103 - CHURCH ROAD"
82,"103 - UNION BRANCH"
82,"104 - RIVES"
82,"105 - HARRISON"
82,"201 - BACONS CASTLE"
82,"201 - BLAND"
82,"201 - ROHOIC"
82,"201 - SECOND WARD FIRST PRECINCT"
82,"202 - BLACKWATER"
82,"202 - SUTHERLAND"
82,"203 - BRANDON"
82,"204 - COURTS BLDG"
82,"205 - JEFFERSON PARK"
82,"301 - DENDRON"
82,"301 - REAMS"
82,"301 - THIRD WARD FIRST PRECINCT"
82,"302 - NEW HOPE"
82,"303 - LITTLE ZION"
82,"401 - CARSLEY"
82,"401 - DINWIDDIE"
82,"401 - FOURTH WARD FIRST PRECINCT"
82,"402 - MCKENNEY"
82,"403 - CHERRY HILL"
82,"501 - CLAREMONT"
82,"501 - EDGEHILL"
82,"501 - FIFTH WARD FIRST PRECINCT"
82,"502 - CHESDIN"
82,"502 - SPRING GROVE"
82,"601 - SIXTH WARD FIRST PRECINCT"
82,"701 - SEVENTH WARD FIRST PRECINCT"
83,"101 - BERLIN"
83,"101 - BRODNAX"
83,"101 - PAGAN RIVER"
83,"101 - PRECINCT 1-1"
83,"101 - PRECINCT 1-A"
83,"101 - WAVERLY"
83,"102 - CYPRESS CREEK A"
83,"102 - IVOR"
83,"102 - PRECINCT 1-B"
83,"102 - ROCK STORE"
83,"103 - PRECINCT 1-C"
83,"103 - TILLMAN"
83,"201 - BARTLETT"
83,"201 - BOYKINS - BRANCHVILLE"
83,"201 - DROMGOOLE"
83,"201 - PRECINCT 2-1"
83,"201 - PRECINCT 2-A"
83,"201 - STONY CREEK"
83,"202 - EDGERTON"
83,"202 - NIKE PARK A"
83,"202 - PRECINCT 2-B"
83,"203 - FITZHUGH"
83,"301 - ALBERTA"
83,"301 - CAPRON-DREWRYVILLE"
83,"301 - COURTHOUSE"
83,"301 - PRECINCT 3-1"
83,"301 - RUSHMERE"
83,"302 - DANIELTOWN"
83,"302 - NEWVILLE ONE"
83,"302 - PONS"
83,"302 - PRECINCT 3-A"
83,"302 - SEBRELL"
83,"303 - BENNS CHURCH"
83,"303 - ELMORE"
83,"303 - LITTLE ZION"
83,"304 - NEW TOWNE"
83,"304 - SEYMOUR"
83,"401 - BOWLING GREEN"
83,"401 - DINWIDDIE"
83,"401 - PRECINCT 4-1"
83,"401 - PRECINCT 4-A"
83,"401 - STURGEON"
83,"401 - WAKEFIELD FIREHOUSE"
83,"402 - KING'S STORE"
83,"402 - MCKENNEY"
83,"402 - PRECINCT 4-B"
83,"403 - CEDAR GROVE"
83,"403 - CHERRY HILL"
83,"403 - PRECINCT 4-C"
83,"501 - DARDEN MILL"
83,"501 - HENRY"
83,"501 - PRECINCT 5-1"
83,"501 - TOTARO"
83,"502 - FAIRGROUNDS"
83,"503 - FIRE TOWER"
83,"504 - BETHANY CHURCH"
83,"601 - BLACKWATER"
83,"601 - COURTLAND"
83,"601 - DISTRICT 6"
83,"602 - SEDLEY"
83,"602 - WAKEFIELD"
83,"701 - BLACKWATER RIVER"
83,"701 - DISTRICT 7"
83,"701 - YALE"
83,"702 - NEWSOMS"
84,"101 - BELLEHARBOUR"
84,"101 - PAGAN RIVER"
84,"101 - PRECINCT 1-1"
84,"102 - CYPRESS CREEK A"
84,"102 - DRIVER"
84,"103 - CYPRESS CREEK B"
84,"104 - BENNETTS CREEK"
84,"105 - HARBOURVIEW"
84,"201 - EBENEZER"
84,"201 - PRECINCT 2-1"
84,"202 - CHUCKATUCK"
84,"203 - KINGS FORK"
84,"203 - NIKE PARK B"
84,"204 - HILLPOINT"
84,"301 - PRECINCT 3-1"
84,"301 - RUSHMERE"
84,"302 - JOHN F KENNEDY"
84,"303 - BENNS CHURCH"
84,"304 - NANSEMOND RIVER"
84,"305 - SHOULDERS HILL"
84,"306 - DEERFIELD"
84,"401 - AIRPORT"
84,"401 - BOWLING GREEN"
84,"401 - PRECINCT 4-1"
84,"402 - WHALEYVILLE"
84,"402 - WINDSOR"
84,"403 - SOUTHSIDE"
84,"404 - BOOKER T WASHINGTON"
84,"405 - HOLLYWOOD"
84,"501 - KILBYS MILL"
84,"501 - PRECINCT 5-1"
84,"501 - WALTERS"
84,"502 - BEAVER DAM"
84,"504 - LAKE COHOON"
84,"601 - LAKESIDE"
84,"601 - PRECINCT 6-1"
84,"602 - OLDE TOWNE"
84,"603 - ELEPHANTS FORK/WESTHAVEN"
84,"604 - WILROY"
84,"605 - MACK BENN JR."
84,"703 - PUGHSVILLE"
84,"704 - BURBAGE GRANT"
84,"706 - HUNTERSVILLE"
85,"101 - DENBIGH"
85,"102 - STONEY RUN"
85,"106 - RESERVOIR"
85,"107 - RICHNECK"
85,"109 - WINDSOR"
85,"111 - STONEYBROOK"
85,"112 - KNOLLWOOD MEADOWS"
85,"201 - BLAND"
85,"202 - BOULEVARD"
85,"205 - DEEP CREEK"
85,"211 - PALMER"
85,"216 - YATES"
85,"218 - KILN CREEK"
85,"219 - DEER PARK"
85,"302 - BRIARFIELD"
85,"303 - CARVER"
85,"304 - CHESTNUT"
85,"305 - DOWNTOWN"
85,"307 - HUNTINGTON"
85,"308 - JEFFERSON"
85,"309 - MAGRUDER"
85,"310 - MARSHALL"
85,"311 - NEWMARKET"
85,"312 - NEWSOME PARK"
85,"313 - REED"
85,"314 - RIVER"
85,"315 - SEDGEFIELD"
85,"316 - SOUTH MORRISON"
85,"317 - WASHINGTON"
85,"318 - WILSON"
85,"319 - SAUNDERS"
85,"320 - WATKINS"
85,"321 - HILTON"
85,"322 - WARWICK"
86,"001 - CENTRAL"
86,"002 - EASTERN"
86,"003 - WESTERN"
86,"104 - COOPER"
86,"105 - EAST HAMPTON"
86,"110 - PHOEBUS"
86,"112 - SMITH"
86,"116 - JONES"
86,"117 - KECOUGHTAN"
86,"201 - BOOKER"
86,"201 - COVENTRY"
86,"202 - BRYAN"
86,"203 - BURBANK"
86,"205 - ASBURY"
86,"208 - KRAFT"
86,"209 - LANGLEY"
86,"210 - MACHEN"
86,"213 - PHILLIPS"
86,"215 - TYLER"
86,"217 - SYMS"
86,"401 - HARWOODS MILL"
86,"501 - TABB"
86,"502 - BETHEL"
87,"101 - ABERDEEN"
87,"102 - BASSETTE"
87,"103 - CITY HALL"
87,"104 - COOPER"
87,"105 - EAST HAMPTON"
87,"106 - ARMSTRONG"
87,"107 - LINDSAY"
87,"108 - THOMAS"
87,"109 - PHENIX"
87,"111 - HAMPTON LIBRARY"
87,"112 - SMITH"
87,"115 - WYTHE"
87,"117 - KECOUGHTAN"
87,"118 - MALLORY"
87,"203 - BURBANK"
87,"204 - FORREST"
87,"208 - KRAFT"
87,"209 - LANGLEY"
87,"210 - MACHEN"
87,"212 - BETHEL"
87,"214 - TUCKER CAPPS"
87,"216 - SANDY BOTTOM"
88,"001 - EMANUEL A. M. E. CHURCH"
88,"005 - CHARLES A. FISHER MEMORIAL ACADEMY"
88,"007 - PARK VIEW ELEMENTARY SCHOOL"
88,"009 - THIRD BAPTIST CHURCH"
88,"010 - MOUNT HERMON PRESCHOOL CENTER"
88,"011 - JOSEPH E. PARKER RECREATION CENTER"
88,"013 - ST. MARK MISSIONARY BAPTIST CHURCH"
88,"014 - BRIGHTON ELEMENTARY SCHOOL"
88,"016 - CRADOCK MIDDLE SCHOOL"
88,"017 - VICTORY LIFE FELLOWSHIP"
88,"019 - VICTORY ELEMENTARY SCHOOL"
88,"020 - NOBLE STREET BAPTIST CHURCH"
88,"021 - JOHN F. KENNEDY COMMUNITY CENTER"
88,"022 - ST. MARK DELIVERANCE CENTER"
88,"023 - WESTHAVEN BAPTIST CHURCH"
88,"024 - THE SENIOR STATION"
88,"025 - WATERVIEW ELEMENTARY SCHOOL"
88,"027 - CAVALIER MANOR RECREATION CENTER"
88,"029 - MANOR HIGH SCHOOL"
88,"030 - THE RESCUE CHURCH"
88,"031 - WEST PARK CHURCH OF CHRIST"
88,"032 - HODGES MANOR ELEMENTARY SCHOOL"
88,"033 - PINECREST BAPTIST CHURCH"
88,"034 - CHURCHLAND BRANCH LIBRARY"
88,"035 - CHURCHLAND ELEMENTARY SCHOOL"
88,"036 - CHURCHLAND HIGH SCHOOL"
88,"037 - CHURCHLAND MIDDLE SCHOOL"
88,"038 - GROVE BAPTIST CHURCH"
88,"039 - CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL"
89,"004 - CHURCHLAND"
89,"006 - DEEP CREEK"
89,"009 - BELLS MILL"
89,"014 - GRASSFIELD"
89,"019 - JOLLIFF"
89,"020 - E W CHITTUM"
89,"021 - FELLOWSHIP"
89,"027 - SILVERWOOD"
89,"028 - SUNRAY I"
89,"035 - TAYLOR ROAD"
89,"038 - BAILEY CREEK"
89,"039 - LAKE DRUMMOND"
89,"041 - JOHN T WEST"
89,"043 - PLEASANT CROSSING"
89,"044 - NANSEMOND"
89,"046 - BELLS MILL II"
89,"051 - COOPERS WAY"
89,"052 - SHIPYARD ROAD"
89,"054 - PUGHSVILLE"
89,"064 - DEEP CREEK II"
89,"105 - HARBOURVIEW"
89,"204 - HILLPOINT"
89,"301 - WHITE MARSH"
89,"302 - JOHN F KENNEDY"
89,"304 - NANSEMOND RIVER"
89,"305 - SHOULDERS HILL"
89,"401 - AIRPORT"
89,"402 - WHALEYVILLE"
89,"405 - HOLLYWOOD"
89,"501 - KILBYS MILL"
89,"502 - HOLLAND"
89,"504 - LAKE COHOON"
89,"505 - PITTMANTOWN"
89,"604 - WILROY"
89,"605 - MACK BENN JR."
89,"706 - HUNTERSVILLE"
90,"001 - GREAT BRIDGE"
90,"002 - BETHEL"
90,"007 - GREENBRIER"
90,"009 - BELLS MILL"
90,"014 - GRASSFIELD"
90,"016 - HICKORY GROVE"
90,"017 - INDIAN CREEK"
90,"023 - OAK GROVE"
90,"033 - WESTOVER"
90,"034 - HICKORY MIDDLE SCHOOL"
90,"036 - GREAT BRIDGE BAPTIST CHURCH"
90,"037 - BRIDGETOWN"
90,"041 - JOHN T WEST"
90,"043 - PLEASANT CROSSING"
90,"046 - BELLS MILL II"
90,"049 - WATERWAY"
90,"050 - RIVER WALK"
90,"051 - COOPERS WAY"
90,"053 - FAIRWAYS"
90,"056 - GREEN TREE"
90,"057 - CYPRESS"
90,"058 - EXPRESSWAY"
90,"059 - CLEARFIELD"
90,"060 - PARKER ROAD"
90,"061 - CENTERVILLE"
90,"062 - FENTRESS"
90,"063 - POPLAR BRANCH"
90,"064 - DEEP CREEK II"
90,"065 - WATERWAY II"
90,"066 - FAIRWAYS II"
91,"001 - GREAT BRIDGE"
91,"003 - CAMELOT"
91,"005 - CRESTWOOD"
91,"006 - DEEP CREEK"
91,"007 - GREENBRIER"
91,"008 - SOUTH NORFOLK RECREATION"
91,"011 - GENEVA PARK"
91,"012 - GEORGETOWN"
91,"013 - GILMERTON"
91,"014 - GRASSFIELD"
91,"015 - GREENBRIER MIDDLE SCHOOL"
91,"016 - CRADOCK MIDDLE SCHOOL"
91,"017 - VICTORY LIFE FELLOWSHIP"
91,"018 - INDIAN RIVER"
91,"020 - E W CHITTUM"
91,"023 - OAK GROVE"
91,"025 - ST JULIANS"
91,"026 - WILLIAM E. WATERS MIDDLE SCHOOL"
91,"027 - CAVALIER MANOR RECREATION CENTER"
91,"028 - LAKEVIEW ELEMENTARY SCHOOL"
91,"028 - SUNRAY I"
91,"031 - CARVER SCHOOL"
91,"032 - HODGES MANOR ELEMENTARY SCHOOL"
91,"032 - PROVIDENCE"
91,"033 - WESTOVER"
91,"036 - GREAT BRIDGE BAPTIST CHURCH"
91,"039 - LAKE DRUMMOND"
91,"041 - JOHN T WEST"
91,"042 - PARKWAYS"
91,"043 - PLEASANT CROSSING"
91,"044 - NANSEMOND"
91,"045 - SUNRAY II"
91,"046 - BELLS MILL II"
91,"048 - JOLLIFF MIDDLE SCHOOL"
91,"049 - WATERWAY"
91,"050 - RIVER WALK"
91,"052 - SHIPYARD ROAD"
91,"053 - FAIRWAYS"
91,"055 - GEORGETOWN EAST"
91,"056 - GREEN TREE"
91,"057 - CYPRESS"
91,"058 - EXPRESSWAY"
91,"059 - CLEARFIELD"
91,"060 - PARKER ROAD"
91,"061 - CENTERVILLE"
91,"064 - DEEP CREEK II"
91,"065 - WATERWAY II"
92,"010 - OSCAR SMITH"
92,"022 - NORFOLK HIGHLANDS"
92,"024 - OAKLETTE"
92,"026 - JOHNSON PARK"
92,"029 - TANGLEWOOD"
92,"030 - SOUTH NORFOLK"
92,"031 - CARVER SCHOOL"
92,"032 - PROVIDENCE"
92,"041 - JOHN T WEST"
92,"048 - JOLLIFF MIDDLE SCHOOL"
92,"056 - GREEN TREE"
92,"060 - PARKER ROAD"
92,"101 - GRANBY"
92,"201 - LARCHMONT SCHOOL"
92,"203 - GHENT SQUARE"
92,"207 - LAMBERT'S POINT"
92,"210 - MAURY"
92,"211 - CHRYSLER MUSEUM"
92,"212 - PARK PLACE"
92,"213 - TAYLOR ELEMENTARY SCHOOL"
92,"214 - VIRGINIA ZOO"
92,"303 - BROAD CREEK"
92,"306 - LINDENWOOD"
92,"309 - NORVIEW"
92,"313 - UNION CHAPEL"
92,"402 - BERKLEY"
92,"404 - CAMPOSTELLA"
92,"405 - CHESTERFIELD"
92,"408 - CALVARY REVIVAL CHURCH"
92,"411 - RUFFNER ACADEMY"
92,"412 - INGLESIDE"
92,"414 - YOUNG PARK"
92,"415 - LAKE TAYLOR HIGH SCHOOL"
92,"501 - BAYVIEW"
93,"101 - GRANBY"
93,"103 - NORTHSIDE"
93,"104 - TITUSTOWN"
93,"107 - WESLEY"
93,"210 - MAURY"
93,"212 - PARK PLACE"
93,"214 - VIRGINIA ZOO"
93,"215 - SUBURBAN PARK"
93,"218 - WILLARD"
93,"301 - BALLENTINE"
93,"302 - TANNERS CREEK"
93,"303 - BROAD CREEK"
93,"304 - COLEMAN PLACE SCHOOL"
93,"305 - LAFAYETTE-WINONA"
93,"306 - LINDENWOOD"
93,"309 - NORVIEW"
93,"310 - ROSEMONT"
93,"311 - SHERWOOD"
93,"313 - UNION CHAPEL"
93,"404 - CAMPOSTELLA"
93,"406 - BARRON BLACK"
93,"409 - FAIRLAWN"
93,"411 - RUFFNER ACADEMY"
93,"413 - POPLAR HALLS"
93,"414 - YOUNG PARK"
93,"415 - LAKE TAYLOR HIGH SCHOOL"
93,"504 - LARRYMORE"
93,"509 - TARRALLTON"
93,"511 - CROSSROADS"
94,"101 - GRANBY"
94,"102 - OCEAN VIEW SCHOOL"
94,"103 - NORTHSIDE"
94,"104 - TITUSTOWN"
94,"106 - SECOND PRESBYTERIAN"
94,"208 - LARCHMONT LIBRARY"
94,"305 - LAFAYETTE-WINONA"
94,"310 - ROSEMONT"
94,"406 - BARRON BLACK"
94,"501 - BAYVIEW"
94,"503 - EAST OCEAN VIEW"
94,"505 - LITTLE CREEK"
94,"506 - OCEAN VIEW GOLF COURSE"
94,"507 - PRETLOW"
94,"509 - TARRALLTON"
94,"510 - THIRD PRESBYTERIAN"
94,"511 - CROSSROADS"
94,"512 - AZALEA GARDENS"
95,"015 - PRECINCT 15"
95,"016 - PRECINCT 16"
95,"020 - PRECINCT 20"
95,"021 - PRECINCT 21"
95,"022 - PRECINCT 22"
95,"023 - PRECINCT 23"
95,"025 - PRECINCT 25"
95,"038 - PRECINCT 38"
95,"040 - PRECINCT 40"
95,"041 - PRECINCT 41"
95,"044 - PRECINCT 44"
95,"057 - PRECINCT 57"
95,"061 - PRECINCT 61"
95,"065 - PRECINCT 65"
95,"069 - PRECINCT 69"
95,"079 - PRECINCT 79"
95,"084 - PRECINCT 84"
95,"091 - PRECINCT 91"
95,"093 - PRECINCT 93"
95,"098 - PRECINCT 98"
95,"101 - PRECINCT 101"
95,"102 - PRECINCT 102"
95,"104 - PRECINCT 104"
95,"406 - BARRON BLACK"
95,"408 - CALVARY REVIVAL CHURCH"
95,"409 - FAIRLAWN"
95,"413 - POPLAR HALLS"
96,"005 - PRECINCT 5"
96,"029 - PRECINCT 29"
96,"042 - PRECINCT 42"
96,"043 - PRECINCT 43"
96,"044 - PRECINCT 44"
96,"045 - PRECINCT 45"
96,"046 - PRECINCT 46"
96,"053 - PRECINCT 53"
96,"058 - PRECINCT 58"
96,"062 - PRECINCT 62"
96,"064 - PRECINCT 64"
96,"065 - PRECINCT 65"
96,"071 - PRECINCT 71"
96,"073 - PRECINCT 73"
96,"074 - PRECINCT 74"
96,"077 - PRECINCT 77"
96,"078 - PRECINCT 78"
96,"080 - PRECINCT 80"
96,"081 - PRECINCT 81"
96,"084 - PRECINCT 84"
96,"089 - PRECINCT 89"
96,"091 - PRECINCT 91"
96,"097 - PRECINCT 97"
96,"099 - PRECINCT 99"
97,"002 - PRECINCT 2"
97,"008 - PRECINCT 8"
97,"012 - PRECINCT 12"
97,"013 - PRECINCT 13"
97,"021 - PRECINCT 21"
97,"022 - PRECINCT 22"
97,"024 - PRECINCT 24"
97,"026 - PRECINCT 26"
97,"027 - PRECINCT 27"
97,"029 - PRECINCT 29"
97,"030 - PRECINCT 30"
97,"036 - PRECINCT 36"
97,"037 - PRECINCT 37"
97,"039 - PRECINCT 39"
97,"040 - PRECINCT 40"
97,"043 - PRECINCT 43"
97,"045 - PRECINCT 45"
97,"049 - PRECINCT 49"
97,"050 - PRECINCT 50"
97,"051 - PRECINCT 51"
97,"052 - PRECINCT 52"
97,"053 - PRECINCT 53"
97,"055 - PRECINCT 55"
97,"068 - PRECINCT 68"
97,"076 - PRECINCT 76"
97,"077 - PRECINCT 77"
97,"078 - PRECINCT 78"
97,"081 - PRECINCT 81"
97,"084 - PRECINCT 84"
97,"091 - PRECINCT 91"
97,"093 - PRECINCT 93"
97,"094 - PRECINCT 94"
97,"095 - PRECINCT 95"
97,"098 - PRECINCT 98"
97,"103 - PRECINCT 103"
97,"105 - PRECINCT 105"
97,"106 - PRECINCT 106"
98,"001 - PRECINCT 1"
98,"003 - PRECINCT 3"
98,"010 - PRECINCT 10"
98,"011 - PRECINCT 11"
98,"020 - PRECINCT 20"
98,"021 - PRECINCT 21"
98,"030 - PRECINCT 30"
98,"031 - PRECINCT 31"
98,"032 - PRECINCT 32"
98,"033 - PRECINCT 33"
98,"034 - PRECINCT 34"
98,"035 - PRECINCT 35"
98,"050 - PRECINCT 50"
98,"054 - PRECINCT 54"
98,"055 - PRECINCT 55"
98,"057 - PRECINCT 57"
98,"060 - PRECINCT 60"
98,"062 - PRECINCT 62"
98,"063 - PRECINCT 63"
98,"064 - PRECINCT 64"
98,"066 - PRECINCT 66"
98,"070 - PRECINCT 70"
98,"072 - PRECINCT 72"
98,"081 - PRECINCT 81"
98,"082 - PRECINCT 82"
98,"083 - PRECINCT 83"
98,"085 - PRECINCT 85"
98,"087 - PRECINCT 87"
98,"088 - PRECINCT 88"
98,"091 - PRECINCT 91"
98,"095 - PRECINCT 95"
98,"099 - PRECINCT 99"
98,"100 - PRECINCT 100"
99,"001 - PRECINCT 1"
99,"002 - PRECINCT 2"
99,"004 - PRECINCT 4"
99,"005 - PRECINCT 5"
99,"006 - PRECINCT 6"
99,"007 - PRECINCT 7"
99,"009 - PRECINCT 9"
99,"010 - PRECINCT 10"
99,"011 - PRECINCT 11"
99,"014 - PRECINCT 14"
99,"028 - PRECINCT 28"
99,"030 - PRECINCT 30"
99,"037 - PRECINCT 37"
99,"047 - PRECINCT 47"
99,"048 - PRECINCT 48"
99,"049 - PRECINCT 49"
99,"050 - PRECINCT 50"
99,"056 - PRECINCT 56"
99,"067 - PRECINCT 67"
99,"072 - PRECINCT 72"
99,"075 - PRECINCT 75"
99,"077 - PRECINCT 77"
99,"092 - PRECINCT 92"
99,"096 - PRECINCT 96"
99,"098 - PRECINCT 98"
99,"104 - PRECINCT 104"
99,"107 - PRECINCT 107"
100,"011 - PRECINCT 11"
100,"012 - PRECINCT 12"
100,"015 - PRECINCT 15"
100,"017 - PRECINCT 17"
100,"018 - PRECINCT 18"
100,"019 - PRECINCT 19"
100,"020 - PRECINCT 20"
100,"037 - PRECINCT 37"
100,"038 - PRECINCT 38"
100,"049 - PRECINCT 49"
100,"059 - PRECINCT 59"
100,"069 - PRECINCT 69"
100,"086 - PRECINCT 86"
100,"090 - PRECINCT 90"
100,"093 - PRECINCT 93"
100,"101 - CHINCOTEAGUE"
100,"101 - PRECINCT 1-1"
100,"102 - PRECINCT 102"
100,"105 - PRECINCT 105"
100,"108 - PRECINCT 108"
100,"201 - ATLANTIC"
100,"201 - PRECINCT 2-1"
100,"202 - GREENBACKVILLE"
100,"301 - NEW CHURCH"
100,"301 - PRECINCT 3-1"
100,"401 - BLOXOM"
100,"401 - PRECINCT 4-1"
100,"402 - PARKSLEY"
100,"403 - SAXIS"
100,"501 - MAPPSVILLE"
100,"501 - PRECINCT 5-1"
100,"502 - RUE"
100,"601 - ACCOMAC"
100,"602 - TANGIER"
100,"701 - NANDUA"
100,"801 - BOBTOWN"
100,"802 - MELFA"
100,"803 - WACHAPREAGUE"
100,"901 - PAINTER"
NA,"001 - PRECINCT 1"
NA,"005 - PRECINCT 5"
NA,"009 - BELLS MILL"
NA,"011 - RALEIGH COURT"
NA,"014 - GRASSFIELD"
NA,"015 - GRANDIN COURT"
NA,"015 - PRECINCT 15"
NA,"016 - CRADOCK MIDDLE SCHOOL"
NA,"017 - LEE-HI"
NA,"017 - VICTORY LIFE FELLOWSHIP"
NA,"018 - SUMMIT HILLS"
NA,"019 - FOREST PARK"
NA,"021 - PRECINCT 21"
NA,"023 - OAK GROVE"
NA,"027 - CAVALIER MANOR RECREATION CENTER"
NA,"029 - PRECINCT 29"
NA,"030 - PRECINCT 30"
NA,"031 - CARVER SCHOOL"
NA,"032 - PROVIDENCE"
NA,"033 - WESTOVER"
NA,"036 - GREAT BRIDGE BAPTIST CHURCH"
NA,"037 - PRECINCT 37"
NA,"039 - LAKE DRUMMOND"
NA,"040 - PRECINCT 40"
NA,"041 - JOHN T WEST"
NA,"044 - NANSEMOND"
NA,"044 - PRECINCT 44"
NA,"049 - WATERWAY"
NA,"050 - RIVER WALK"
NA,"051 - COOPERS WAY"
NA,"052 - SHIPYARD ROAD"
NA,"053 - FAIRWAYS"
NA,"055 - PRECINCT 55"
NA,"056 - GREEN TREE"
NA,"057 - CYPRESS"
NA,"059 - CLEARFIELD"
NA,"060 - PARKER ROAD"
NA,"061 - CENTERVILLE"
NA,"064 - DEEP CREEK II"
NA,"064 - PRECINCT 64"
NA,"065 - PRECINCT 65"
NA,"065 - WATERWAY II"
NA,"069 - PRECINCT 69"
NA,"072 - PRECINCT 72"
NA,"081 - PRECINCT 81"
NA,"084 - PRECINCT 84"
NA,"093 - PRECINCT 93"
NA,"099 - PRECINCT 99"
NA,"101 - BERKELEY A"
NA,"101 - BOWLING GREEN"
NA,"101 - BRENTSVILLE"
NA,"101 - DENBIGH"
NA,"101 - FARMVILLE"
NA,"101 - FORK TOWN"
NA,"101 - GRANBY"
NA,"101 - HARTWOOD"
NA,"101 - PAGAN RIVER"
NA,"101 - PARTLOW RURITAN"
NA,"101 - PRECINCT A-1"
NA,"101 - ROCKFISH"
NA,"101 - SOUTH CLINTWOOD"
NA,"102 - CYPRESS CREEK A"
NA,"102 - NEW LONDON"
NA,"102 - PRECINCT 102"
NA,"102 - RICHFIELD"
NA,"102 - SPARTA"
NA,"102 - STONEY RUN"
NA,"103 - BERKELEY C"
NA,"103 - GLEN ALLEN"
NA,"103 - JOHN J WRIGHT"
NA,"103 - KERNSTOWN"
NA,"103 - NORTH GLENVAR"
NA,"103 - REPUBLICAN GROVE"
NA,"103 - SCOTT'S TANYARD"
NA,"103 - TWIN SPRINGS"
NA,"104 - COOPER"
NA,"104 - MASSAPONAX HIGH"
NA,"104 - NOKESVILLE"
NA,"104 - RIVES"
